ip, state, numofp
59.66.205.58,up,2
59.66.205.60,up,2
59.66.205.81,up,7
59.66.206.1,up,5
59.66.206.2,up,2
59.66.206.3,up,2
59.66.206.4,up,2
59.66.206.5,up,2
59.66.206.6,up,2
59.66.206.7,up,2
59.66.206.8,up,2
59.66.206.9,up,2
59.66.206.10,up,2
59.66.206.11,up,2
59.66.206.27,up,2
59.66.206.28,up,2
59.66.206.29,up,9
59.66.206.31,up,3
59.66.206.35,up,3
59.66.206.44,up,2
59.66.206.46,up,3
59.66.206.47,up,2
59.66.206.51,up,2
59.66.206.52,up,2
59.66.206.80,up,2
59.66.207.1,up,5
59.66.207.2,up,2
59.66.207.3,up,2
59.66.207.4,up,2
59.66.207.5,up,2
59.66.207.6,up,2
59.66.207.7,up,2
59.66.207.8,up,2
59.66.207.25,up,2
59.66.207.28,up,4
59.66.207.36,up,3
59.66.207.42,up,1
59.66.207.43,up,2
59.66.207.48,up,20
59.66.207.53,up,10
59.66.207.59,up,2
59.66.207.60,up,5
59.66.207.70,up,5
59.66.208.1,up,5
59.66.208.2,up,2
59.66.208.3,up,2
59.66.208.4,up,2
59.66.208.5,up,2
59.66.208.6,up,2
59.66.208.7,up,2
59.66.208.8,up,2
59.66.208.10,up,2
59.66.208.11,up,2
59.66.208.26,up,2
59.66.208.33,up,13
59.66.208.40,up,3
59.66.208.44,up,2
59.66.208.51,up,2
59.66.208.71,up,2
59.66.208.74,up,2
59.66.209.1,up,5
59.66.209.2,up,2
59.66.209.3,up,2
59.66.209.4,up,2
59.66.209.5,up,2
59.66.209.6,up,2
59.66.209.7,up,2
59.66.209.8,up,2
59.66.209.9,up,2
59.66.209.10,up,2
59.66.209.11,up,2
59.66.209.28,up,2
59.66.209.33,up,1
59.66.209.40,up,9
59.66.209.42,up,2
59.66.209.60,up,3
59.66.210.1,up,5
59.66.210.2,up,2
59.66.210.3,up,2
59.66.210.4,up,2
59.66.210.5,up,2
59.66.210.6,up,2
59.66.210.7,up,2
59.66.210.8,up,2
59.66.210.9,up,2
59.66.210.10,up,2
59.66.210.11,up,2
59.66.210.25,up,2
59.66.210.46,up,6
59.66.210.55,up,4
59.66.210.61,up,1
59.66.211.1,up,5
59.66.211.2,up,2
59.66.211.3,up,2
59.66.211.5,up,2
59.66.211.6,up,2
59.66.211.7,up,2
59.66.211.8,up,2
59.66.211.9,up,2
59.66.211.10,up,2
59.66.211.11,up,2
59.66.211.22,up,11
59.66.211.26,up,2
59.66.211.29,up,2
59.66.211.43,up,2
59.66.211.51,up,10
59.66.211.65,up,0
59.66.211.74,up,2
59.66.212.1,up,5
59.66.212.2,up,2
59.66.212.3,up,2
59.66.212.5,up,2
59.66.212.6,up,2
59.66.212.7,up,2
59.66.212.8,up,2
59.66.212.9,up,2
59.66.212.10,up,2
59.66.212.11,up,2
59.66.212.24,up,4
59.66.212.28,up,15
59.66.212.34,up,2
59.66.212.50,up,5
59.66.212.84,up,2
59.66.213.1,up,5
59.66.213.2,up,2
59.66.213.3,up,2
59.66.213.4,up,2
59.66.213.5,up,2
59.66.213.6,up,2
59.66.213.7,up,2
59.66.213.8,up,2
59.66.213.9,up,2
59.66.213.10,up,2
59.66.213.11,up,2
59.66.213.23,up,2
59.66.213.24,up,2
59.66.213.27,up,13
59.66.213.32,up,2
59.66.213.33,up,2
59.66.213.34,up,4
59.66.213.36,up,2
59.66.220.4,up,2
59.66.220.5,up,2
59.66.220.6,up,2
59.66.220.7,up,2
59.66.220.8,up,2
59.66.220.9,up,2
59.66.220.10,up,2
59.66.220.13,up,2
59.66.220.25,up,2
59.66.220.29,up,2
59.66.220.37,up,4
59.66.220.45,up,2
59.66.220.54,up,3
59.66.220.65,up,4
59.66.221.1,up,5
59.66.221.2,up,2
59.66.221.3,up,2
59.66.221.4,up,2
59.66.221.5,up,2
59.66.221.6,up,2
59.66.221.7,up,2
59.66.221.8,up,2
59.66.221.9,up,2
59.66.221.10,up,2
59.66.221.11,up,2
59.66.222.1,up,5
59.66.222.2,up,2
59.66.222.3,up,2
59.66.222.4,up,2
59.66.222.5,up,2
59.66.222.6,up,2
59.66.222.7,up,2
59.66.222.8,up,2
59.66.222.9,up,2
59.66.222.10,up,2
59.66.222.11,up,2
59.66.222.22,up,2
59.66.222.24,up,2
59.66.222.25,up,2
59.66.222.28,up,2
59.66.223.1,up,5
59.66.223.2,up,2
59.66.223.3,up,2
59.66.223.4,up,2
59.66.223.5,up,2
59.66.223.31,up,5
59.66.223.127,up,6
59.66.224.1,up,5
59.66.224.2,up,2
59.66.224.3,up,2
59.66.224.4,up,2
59.66.224.5,up,2
59.66.224.6,up,2
59.66.224.7,up,2
59.66.224.8,up,2
59.66.224.9,up,2
59.66.224.10,up,2
59.66.224.11,up,2
59.66.224.26,up,3
59.66.224.28,up,5
59.66.224.30,up,3
59.66.224.37,up,2
59.66.224.45,up,23
59.66.224.48,up,2
59.66.224.49,up,2
59.66.224.57,up,4
59.66.224.60,up,2
59.66.224.64,up,2
59.66.225.1,up,5
59.66.225.2,up,2
59.66.225.3,up,2
59.66.225.4,up,2
59.66.225.5,up,2
59.66.225.6,up,2
59.66.225.7,up,2
59.66.225.9,up,2
59.66.225.10,up,2
59.66.225.11,up,2
59.66.225.22,up,2
59.66.225.28,up,11
59.66.225.36,up,2
59.66.225.37,up,3
59.66.225.51,up,2
59.66.226.1,up,5
59.66.226.2,up,2
59.66.226.3,up,2
59.66.226.4,up,2
59.66.226.5,up,2
59.66.226.6,up,2
59.66.226.7,up,2
59.66.226.8,up,2
59.66.226.9,up,2
59.66.226.10,up,2
59.66.226.11,up,2
59.66.226.24,up,4
59.66.226.41,up,3
59.66.226.43,up,1
59.66.226.49,up,2
59.66.227.1,up,5
59.66.227.2,up,2
59.66.227.3,up,2
59.66.227.4,up,2
59.66.227.5,up,2
59.66.227.6,up,2
59.66.227.7,up,2
59.66.227.8,up,2
59.66.227.9,up,2
59.66.227.10,up,2
59.66.227.11,up,2
59.66.227.25,up,3
59.66.227.31,up,2
59.66.227.37,up,3
59.66.227.42,up,2
59.66.227.47,up,2
59.66.227.54,up,5
59.66.227.59,up,2
59.66.227.71,up,2
59.66.228.1,up,5
59.66.228.2,up,2
59.66.228.3,up,2
59.66.228.4,up,2
59.66.228.5,up,2
59.66.228.6,up,2
59.66.228.7,up,2
59.66.228.8,up,2
59.66.228.9,up,2
59.66.228.10,up,2
59.66.228.26,up,3
59.66.228.34,up,11
59.66.228.38,up,4
59.66.229.1,up,5
59.66.229.2,up,2
59.66.229.3,up,2
59.66.229.4,up,2
59.66.229.5,up,2
59.66.229.6,up,2
59.66.229.7,up,2
59.66.229.8,up,2
59.66.229.9,up,2
59.66.229.10,up,2
59.66.229.11,up,2
59.66.229.23,up,2
59.66.229.27,up,2
59.66.229.33,up,2
59.66.229.37,up,14
59.66.229.38,up,20
59.66.230.1,up,5
59.66.230.2,up,2
59.66.230.3,up,2
59.66.230.4,up,2
59.66.230.5,up,2
59.66.230.6,up,2
59.66.230.7,up,2
59.66.230.8,up,2
59.66.230.9,up,2
59.66.230.10,up,2
59.66.230.11,up,2
59.66.230.26,up,2
59.66.230.28,up,2
59.66.230.31,up,2
59.66.230.38,up,2
59.66.230.43,up,2
59.66.231.2,up,2
59.66.231.3,up,2
59.66.231.4,up,2
59.66.231.5,up,2
59.66.231.35,up,15
59.66.231.147,up,6
59.66.232.2,up,2
59.66.232.3,up,2
59.66.232.4,up,2
59.66.232.5,up,2
59.66.232.6,up,2
59.66.232.7,up,2
59.66.232.8,up,2
59.66.232.9,up,2
59.66.232.10,up,2
59.66.232.11,up,2
59.66.232.22,up,2
59.66.232.23,up,2
59.66.233.1,up,5
59.66.233.2,up,2
59.66.233.3,up,2
59.66.233.4,up,2
59.66.233.5,up,2
59.66.233.6,up,2
59.66.233.7,up,2
59.66.233.8,up,2
59.66.233.9,up,2
59.66.233.10,up,2
59.66.233.11,up,2
59.66.233.22,up,2
59.66.233.24,up,5
59.66.234.1,up,5
59.66.234.2,up,2
59.66.234.3,up,2
59.66.234.4,up,2
59.66.234.5,up,2
59.66.234.6,up,2
59.66.234.7,up,2
59.66.234.8,up,2
59.66.234.9,up,2
59.66.234.10,up,2
59.66.234.11,up,2
59.66.235.1,up,5
59.66.235.2,up,2
59.66.235.13,up,2
59.66.235.111,up,6
59.66.236.1,up,5
59.66.236.2,up,2
59.66.236.3,up,2
59.66.236.4,up,2
59.66.236.5,up,2
59.66.236.6,up,2
59.66.236.7,up,2
59.66.236.8,up,2
59.66.236.9,up,2
59.66.236.10,up,2
59.66.236.11,up,2
59.66.236.24,up,2
59.66.236.48,up,3
59.66.237.1,up,5
59.66.237.2,up,2
59.66.237.3,up,2
59.66.237.4,up,2
59.66.237.5,up,2
59.66.237.6,up,2
59.66.237.7,up,2
59.66.237.8,up,2
59.66.237.9,up,2
59.66.237.10,up,2
59.66.237.11,up,2
59.66.237.28,up,2
59.66.237.31,up,2
59.66.237.33,up,4
59.66.237.41,up,2
59.66.237.47,up,2
59.66.237.54,up,2
59.66.238.1,up,5
59.66.238.2,up,2
59.66.238.3,up,2
59.66.238.4,up,2
59.66.238.5,up,2
59.66.238.28,up,2
59.66.238.248,up,6
59.66.240.1,up,5
59.66.240.2,up,2
59.66.240.3,up,2
59.66.240.4,up,2
59.66.240.5,up,2
59.66.240.6,up,2
59.66.240.7,up,2
59.66.240.8,up,2
59.66.240.9,up,2
59.66.240.10,up,2
59.66.240.11,up,2
59.66.240.39,up,2
59.66.240.43,up,2
59.66.240.45,up,2
59.66.240.46,up,2
59.66.240.52,up,4
59.66.240.55,up,15
59.66.241.1,up,5
59.66.241.2,up,2
59.66.241.3,up,2
59.66.241.4,up,2
59.66.241.5,up,2
59.66.241.6,up,2
59.66.241.7,up,2
59.66.241.8,up,2
59.66.241.9,up,2
59.66.241.10,up,2
59.66.241.11,up,2
59.66.241.22,up,2
59.66.241.37,up,2
59.66.241.43,up,2
59.66.242.1,up,5
59.66.242.2,up,2
59.66.242.3,up,2
59.66.242.4,up,2
59.66.242.5,up,2
59.66.242.6,up,2
59.66.242.7,up,2
59.66.242.29,up,2
59.66.242.30,up,2
59.66.242.31,up,3
59.66.242.32,up,2
59.66.242.37,up,2
59.66.242.40,up,2
59.66.242.150,up,6
59.66.244.1,up,5
59.66.244.2,up,2
59.66.244.3,up,2
59.66.244.4,up,2
59.66.244.5,up,2
59.66.244.6,up,2
59.66.244.7,up,2
59.66.244.8,up,2
59.66.244.9,up,2
59.66.244.10,up,2
59.66.244.11,up,2
59.66.244.26,up,2
59.66.244.30,up,15
59.66.244.31,up,2
59.66.244.36,up,2
59.66.245.1,up,5
59.66.245.2,up,2
59.66.245.3,up,2
59.66.245.4,up,2
59.66.245.5,up,2
59.66.245.6,up,2
59.66.245.7,up,2
59.66.245.8,up,2
59.66.245.9,up,2
59.66.245.11,up,2
59.66.245.22,up,2
59.66.245.24,up,2
59.66.245.33,up,10
59.66.245.35,up,14
59.66.246.1,up,5
59.66.246.2,up,2
59.66.246.3,up,2
59.66.246.4,up,2
59.66.246.5,up,2
59.66.246.6,up,2
59.66.246.7,up,2
59.66.246.8,up,2
59.66.246.9,up,2
59.66.246.25,up,3
59.66.246.32,up,2
59.66.246.151,up,6
59.66.248.65,up,5
59.66.250.1,up,5
59.66.250.2,up,4
59.66.250.3,up,1
59.66.250.4,up,1
59.66.250.5,up,1
59.66.250.6,up,1
59.66.250.7,up,1
59.66.250.8,up,1
59.66.250.9,up,1
59.66.250.10,up,1
59.66.250.23,up,4
59.66.250.24,up,7
59.66.250.32,up,2
59.66.250.34,up,0
59.66.250.40,up,0
59.66.250.42,up,1
59.66.250.48,up,7
59.66.250.54,up,0
59.66.250.58,up,1
59.66.250.61,up,7
59.66.250.63,up,1
59.66.250.64,up,2
59.66.250.67,up,0
59.66.250.74,up,3
59.66.250.86,up,2
59.66.250.97,up,4
59.66.250.238,up,3
59.66.250.253,up,2
59.66.251.1,up,5
59.66.251.8,up,4
59.66.251.27,up,4
59.66.251.60,up,20
59.66.251.65,up,4
59.66.251.82,up,4
59.66.251.107,up,0
59.66.251.113,up,4
59.66.251.117,up,4
59.66.251.120,up,8
59.66.251.121,up,5
59.66.251.122,up,8
59.66.251.123,up,6
